CAMIS,DBA,BORO,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,GRADE,SCORE,Latitude,Longitude
40522190,KINGS CARRIAGE HOUSE,Manhattan,10028.0,+12127345490,American,2023-11-14,Violations were cited in the following area(s).,A,13.0,40.775757979449,-73.95472696418
40523865,POPEYES,Manhattan,10039.0,+12126949293,Chicken,2022-03-11,Violations were cited in the following area(s).,A,10.0,40.822926167108,-73.941831944483
40523972,STARBUCKS,Manhattan,10004.0,+12124821180,Coffee/Tea,2023-01-13,Violations were cited in the following area(s).,A,4.0,40.703526585057,-74.014386928913
40524837,JIMMY RYAN'S,Bronx,10461.0,+17188635687,American,2022-03-22,Violations were cited in the following area(s).,A,8.0,40.843936165582,-73.830178749764
40524888,SISTERS CUISINE,Manhattan,10035.0,+12124103000,Caribbean,2023-02-27,Violations were cited in the following area(s).,A,12.0,40.805043653834,-73.940850672434
40525206,FULL MOON PIZZA,Bronx,10458.0,+17185843451,Pizza,2023-11-16,Violations were cited in the following area(s).,A,10.0,40.855487781306,-73.887467429515
40525767,CAPRI II PIZZA,Bronx,10475.0,+17186713822,Pizza,2022-02-03,Violations were cited in the following area(s).,B,16.0,40.87645270534,-73.829950735851
40526104,AMY'S BREAD,Manhattan,10011.0,+12124624338,Bakery Products/Desserts,2023-11-29,Violations were cited in the following area(s).,A,5.0,40.741869040229,-74.004713006739
40526406,CLUB MACANUDO (CIGAR BAR),Manhattan,10065.0,+12127528200,American,2022-03-10,Violations were cited in the following area(s).,A,10.0,40.765983254012,-73.969365151136
40528073,GRAND PLAZA,Staten Island,10308.0,+17189674034,American,2023-03-23,Violations were cited in the following area(s).,A,7.0,40.54937182635,-74.150682390109
40528180,"BOBBY VAN'S , LEA WINE BAR",Manhattan,10169.0,+12128675490,Steakhouse,2023-03-31,Violations were cited in the following area(s).,A,9.0,40.75450075314,-73.975950427165
40528441,SWIFT HIBERNIAN LOUNGE,Manhattan,10003.0,+12122603600,Irish,2022-01-19,Violations were cited in the following area(s).,A,12.0,40.727467103523,-73.992354751418
40529203,DRAGON CITY,Bronx,10475.0,+17186718787,Chinese,2022-02-16,Violations were cited in the following area(s).,A,9.0,40.869400497098,-73.825622781784
40529979,ROMEO'S PIZZERIA,Queens,11366.0,+17184544223,Pizza,2024-01-08,Violations were cited in the following area(s).,A,5.0,40.729248194919,-73.780969608427
40530159,MONA'S,Manhattan,10009.0,+12123533780,American,2023-03-07,Violations were cited in the following area(s).,A,12.0,40.729062760323,-73.978304867787
40530583,CORNER GOURMET,Manhattan,10007.0,+12124062200,American,2023-02-16,Violations were cited in the following area(s).,C,37.0,40.71464337504,-74.009934378528
40530630,NACIONAL BAKERY #1,Bronx,10472.0,+17188930168,Bakery Products/Desserts,2023-02-21,Violations were cited in the following area(s).,A,11.0,40.828442600629,-73.880759806767
40530791,TAP-A-KEG,Manhattan,10025.0,+12127491734,American,2022-02-15,Violations were cited in the following area(s).,A,10.0,40.800190758375,-73.968081567887
40532870,STARBUCKS,Manhattan,10011.0,+12124622020,Coffee/Tea,2023-06-26,Violations were cited in the following area(s).,A,2.0,40.741199405728,-74.001450696472
40533515,DYCKMAN EXPRESS RESTAURANT,Manhattan,10040.0,+12125672288,Spanish,2023-10-10,Violations were cited in the following area(s).,A,13.0,40.861770801137,-73.924845853614
40534870,RAJ MAHAL INDIAN RESTAURANT,Manhattan,10003.0,+12129823632,Indian,2022-07-20,Violations were cited in the following area(s).,A,9.0,40.727079698812,-73.987812411963
40534973,LIMITLESS FITNESS,Queens,11414.0,+17188454653,"Juice, Smoothies, Fruit Salads",2023-03-21,Violations were cited in the following area(s).,A,5.0,40.662220325361,-73.84062017463
40535336,DYKER PARK BAGELS,Brooklyn,11228.0,+17188366336,Sandwiches,2022-04-15,Violations were cited in the following area(s).,A,12.0,40.618673385958,-74.021547451245
40535383,ADRIA HOTEL,Queens,11361.0,+17186315900,American,2023-04-26,Violations were cited in the following area(s).,A,12.0,40.761726444713,-73.760069791107
40535399,VON,Manhattan,10012.0,+12124733039,American,2023-03-13,Violations were cited in the following area(s).,A,10.0,40.725304235874,-73.992477666845
40535467,CHIU HONG BAKERY,Manhattan,10013.0,+12129667664,Bakery Products/Desserts,2023-12-19,Violations were cited in the following area(s).,A,13.0,40.719573348644,-73.996280644592
40535659,ANTONIO'S PIZZA,Brooklyn,11238.0,+17183982033,Pizza,2024-01-03,Violations were cited in the following area(s).,A,11.0,40.677037093813,-73.972369651547
40536227,JADE ISLAND RESTAURANT,Staten Island,10314.0,+17187618080,Chinese,2022-12-06,Violations were cited in the following area(s).,B,26.0,40.576546043057,-74.16975073491
40536280,TRINITY PUB,Manhattan,10028.0,+12123274450,American,2022-08-03,Violations were cited in the following area(s).,A,5.0,40.77717679085,-73.954155512284
40536534,CASSIDY'S ALE HOUSE,Queens,11370.0,+17184246549,American,2022-02-24,Violations were cited in the following area(s).,A,11.0,40.758550730751,-73.892374905637
40536616,RIAZOR BLUE TAPAS BAR,Queens,11372.0,+17184248464,Spanish,2023-04-13,Violations were cited in the following area(s).,A,13.0,40.756258933279,-73.878694933247
40536785,CONNECTICUT MUFFIN,Brooklyn,11215.0,+17187682022,Coffee/Tea,2023-08-23,Violations were cited in the following area(s).,A,2.0,40.671795688285,-73.977476409558
40537290,NORA'S PARK BENCH CAFE,Brooklyn,11234.0,+17183760033,American,2023-12-26,Violations were cited in the following area(s).,A,12.0,40.611929998452,-73.940997229209
40537494,810 DELI & CAFE,Manhattan,10019.0,+12125414136,American,2023-10-25,Violations were cited in the following area(s).,A,13.0,40.762631860167,-73.9821456155
40537686,BULL MCCABES,Manhattan,10003.0,+12129829895,Irish,2023-05-08,Violations were cited in the following area(s).,A,7.0,40.728888555357,-73.988349676108
40537963,NEW RUAN'S RESTAURANT,Brooklyn,11214.0,+17182668888,Chinese,2023-11-06,Violations were cited in the following area(s).,B,16.0,40.60514087309,-73.999132083072
40538061,COSMOS RESTAURANT,Bronx,10457.0,+17182991925,Spanish,2022-02-07,Violations were cited in the following area(s).,A,12.0,40.844989166896,-73.890304453456
40538189,EDWARD'S,Manhattan,10013.0,+12122336436,American,2023-05-19,Violations were cited in the following area(s).,A,12.0,40.716806388717,-74.008213985776
40538234,"DUNKIN', BASKIN ROBBINS",Queens,11368.0,+17182719222,Donuts,2023-09-26,Violations were cited in the following area(s).,A,4.0,40.736184743398,-73.858051712626
40538662,MCDONALD'S,Manhattan,10032.0,+12129239582,Hamburgers,2023-09-26,Violations were cited in the following area(s).,A,10.0,40.842549706002,-73.939230553997
40538766,RED EYE GRILL,Manhattan,10106.0,+12125419000,American,2022-03-10,Violations were cited in the following area(s).,A,10.0,40.76500853812,-73.980415789365
40539007,MUSTANG HARRY'S,Manhattan,10001.0,+12122688930,American,2023-05-01,Violations were cited in the following area(s).,A,12.0,40.748201068465,-73.992662743547
40539661,BAKE AND THINGS RESTAURANT,Brooklyn,11203.0,+17188261807,Caribbean,2023-11-08,Violations were cited in the following area(s).,Z,26.0,40.650633311949,-73.944739631692
40539772,BOWLER LAND,Bronx,10475.0,+17189948700,American,2023-10-12,Violations were cited in the following area(s).,A,8.0,40.88587555189,-73.822809094059
40541030,BASTA PASTA RESTAURANT,Manhattan,10011.0,+12123660888,Italian,2023-06-28,Violations were cited in the following area(s).,A,5.0,40.738468193031,-73.993529871286
40542345,TOWNE DELI & PIZZA,Staten Island,10307.0,+17182271985,Pizza,2023-11-30,Violations were cited in the following area(s).,A,7.0,40.513368808085,-74.248011994499
40542427,"SAKAGURA, KIOSK",Manhattan,10017.0,+12129537253,Japanese,2023-01-31,Violations were cited in the following area(s).,B,24.0,40.751231194054,-73.973457624912
40542546,CUCCIO'S BAKERY,Brooklyn,11223.0,+17183361944,Bakery Products/Desserts,2023-11-02,Violations were cited in the following area(s).,A,12.0,40.590414238221,-73.971289470632
40543355,FOREST HILLS SPA,Queens,11368.0,+17186991919,American,2023-03-22,Violations were cited in the following area(s).,A,9.0,40.737574816684,-73.856825456444
40544107,PONGAL INDIAN CUISINE,Manhattan,10016.0,+12126969458,Indian,2023-10-11,Violations were cited in the following area(s).,A,12.0,40.742356396587,-73.982674340241
40544267,UNITED CYPRIANS OF AMERICA,Queens,11102.0,+19172997903,Mediterranean,2023-02-01,Violations were cited in the following area(s).,A,13.0,40.770705509769,-73.920522784925
40544528,LE GIGOT,Manhattan,10014.0,+12126273737,French,2023-05-03,Violations were cited in the following area(s).,A,7.0,40.731510382828,-74.001861816213
40544529,CORATO PIZZA II,Queens,11385.0,+17183810915,Pizza,2022-10-27,Violations were cited in the following area(s).,A,11.0,40.700759367744,-73.895029179324
40544576,YONAH SHIMMELS KNISHES,Manhattan,10002.0,+12124772858,Eastern European,2024-01-03,Violations were cited in the following area(s).,A,10.0,40.723347032954,-73.990057103595
40544813,BENNY'S FAMOUS PIZZA,Brooklyn,11219.0,+17184382369,Pizza,2022-11-01,Violations were cited in the following area(s).,A,8.0,40.637122660762,-73.989943893884
40544823,MURRAY'S BAGELS,Manhattan,10011.0,+12124622830,Bagels/Pretzels,2023-03-24,Violations were cited in the following area(s).,A,13.0,40.736439967646,-73.997492134944
40544948,ALBA'S PIZZA,Queens,11105.0,+17189325924,Pizza,2022-08-25,Violations were cited in the following area(s).,A,12.0,40.774198457282,-73.907990183943
40544958,CALIENTE CAB CO,Manhattan,10014.0,+12122438517,Mexican,2022-04-08,Violations were cited in the following area(s).,A,5.0,40.731622866008,-74.00392930483
40545130,SPEEDY'S DELI,Manhattan,10001.0,+12126838997,American,2023-04-17,Violations were cited in the following area(s).,A,12.0,40.748288555642,-73.988465370104
40545227,ARIYOSHI JAPANESE RESTAURANT,Queens,11104.0,+17189373288,Japanese,2022-03-28,Violations were cited in the following area(s).,B,14.0,40.743676878478,-73.92311742455
40545329,BEN'S DELI,Manhattan,10018.0,+12123982367,Jewish/Kosher,2022-09-14,Violations were cited in the following area(s).,A,11.0,40.753761695818,-73.989370373337
40545375,POST BILLIARDS CAFE,Manhattan,10034.0,+12125691840,Latin American,2022-03-10,Violations were cited in the following area(s).,A,2.0,40.864912331284,-73.919057588359
40545555,PC'S BAR AND GRILL,Brooklyn,11209.0,+17184912845,American,2022-01-11,No violations were recorded at the time of this inspection.,A,0.0,40.631502458423,-74.021796595907
40545573,THE NEPTUNE DINER,Queens,11102.0,+17182784853,American,2023-11-01,Violations were cited in the following area(s).,A,9.0,40.770606957172,-73.917010082141
40545741,BERK'S BAR,Manhattan,10022.0,+12127545031,American,2022-02-10,Violations were cited in the following area(s).,A,11.0,40.759424737802,-73.975414408462
40545786,PASTA PASTA RESTAURANT,Bronx,10461.0,+17188929634,Italian,2023-10-18,Violations were cited in the following area(s).,A,10.0,40.854569974175,-73.854707363094
40546082,DON PEPI PIZZA,Manhattan,10121.0,+12129674385,Pizza,2023-08-15,Violations were cited in the following area(s).,A,11.0,40.750059234828,-73.992106724456
40546098,CHURRASCARIA PLATAFORMA,Manhattan,10019.0,+12122450505,Brazilian,2022-12-29,Violations were cited in the following area(s).,A,11.0,40.762034209369,-73.987484716284
40546306,REBAR,Manhattan,10011.0,+16468632914,American,2022-01-05,Violations were cited in the following area(s).,A,12.0,40.742140860176,-73.998614240429
40546650,GIAN PIERO BAKERY,Queens,11103.0,+17182748959,Bakery Products/Desserts,2023-02-13,Violations were cited in the following area(s).,A,12.0,40.762289027134,-73.911576837783
40547085,OMONIA CAFE,Brooklyn,11209.0,+17184911435,Mediterranean,2023-06-05,Violations were cited in the following area(s).,A,13.0,40.630576078226,-74.028162250774
40547434,THE BURRITO BAR RESTAURANT,Staten Island,10310.0,+17188159200,Mexican,2022-11-28,Violations were cited in the following area(s).,A,9.0,40.630132621599,-74.108793422244
40547874,ALIBI CLUB,Brooklyn,11205.0,+17742705143,American,2023-02-27,Violations were cited in the following area(s).,A,11.0,40.689467451902,-73.96950140624
40548426,SPOLINI'S,Queens,11418.0,+17188055852,Italian,2023-06-22,Violations were cited in the following area(s).,A,13.0,40.707290539991,-73.835458787237
40548730,RAY'S PIZZA RESTUARANT,Bronx,10454.0,+17182927855,Pizza,2022-12-07,Violations were cited in the following area(s).,A,5.0,40.80696454257,-73.917838746424
40548768,MCDONALD'S,Manhattan,10033.0,+19175210827,Hamburgers,2022-07-15,Violations were cited in the following area(s).,A,12.0,40.850073936845,-73.935858434532
40549443,JJ GARDEN RESTAURANT,Queens,11370.0,+17188986686,Chinese,2022-02-08,Violations were cited in the following area(s).,A,13.0,40.758580814687,-73.892259348177
40549610,STARBUCKS #7277,Manhattan,10010.0,+12124759025,Coffee/Tea,2023-09-27,Violations were cited in the following area(s).,A,11.0,40.739999160011,-73.98650732328
40549885,MONTEZUMA RESTAURANT,Bronx,10468.0,+17186016400,Mexican,2023-06-05,Violations were cited in the following area(s).,B,16.0,40.868621049983,-73.902168012359
40549913,MCDONALD'S,Bronx,10462.0,+17189315822,Hamburgers,2023-10-10,Violations were cited in the following area(s).,A,4.0,40.855581942878,-73.867646601463
40550150,AKIYAMA JAPANESE RESTAURANT,Queens,11356.0,+17187470529,Japanese,2023-04-13,Violations were cited in the following area(s).,A,13.0,40.786249815143,-73.835865965584
40550155,PARISI BAKERY,Manhattan,10012.0,+12122266378,Sandwiches,2023-01-04,Violations were cited in the following area(s).,A,12.0,40.721244887896,-73.995598712081
40550548,GOODY'S BBQ,Queens,11692.0,+17183189616,Caribbean,2023-01-05,Violations were cited in the following area(s).,A,10.0,40.592622470982,-73.799782785792
40551093,GINO'S PIZZA,Brooklyn,11217.0,+17182303932,Pizza,2022-10-24,Violations were cited in the following area(s).,A,13.0,40.681089055222,-73.975317209995
40551234,THE GIN MILL,Manhattan,10024.0,+12125809080,American,2022-02-09,Violations were cited in the following area(s).,A,12.0,40.784654906846,-73.977235864784
40551807,"DUNKIN', BASKIN ROBBINS",Queens,11106.0,+17183831000,Donuts,2024-01-17,Violations were cited in the following area(s).,A,10.0,40.756312662713,-73.929975311835
40551900,KILLMEYER'S OLD BAVARIA INN.,Staten Island,10309.0,+17189841202,German,2022-10-20,Violations were cited in the following area(s).,A,13.0,40.538574873105,-74.237413449176
40552366,GIGI'S PIZZERIA,Queens,11357.0,+17183529200,Pizza,2023-06-06,Violations were cited in the following area(s).,A,3.0,40.780002153935,-73.802391102171
40553257,ACAPULCO DELI & RESTAURANT,Brooklyn,11222.0,+17183498429,Mexican,2023-01-31,Establishment re-opened by DOHMH.,Z,9.0,40.736678320215,-73.955312929879
40553657,LENNY'S PIZZA,Brooklyn,11215.0,+17187888928,Pizza,2023-06-22,Violations were cited in the following area(s).,A,8.0,40.664364639784,-73.990368709566
40554018,LA BELLA ROSA BAKERY,Bronx,10457.0,+17182992224,Bakery Products/Desserts,2023-02-01,Violations were cited in the following area(s).,A,10.0,40.846345017107,-73.893164834798
40554183,BARROW'S PUB,Manhattan,10014.0,+12127419349,Irish,2023-04-18,Violations were cited in the following area(s).,A,12.0,40.731499225499,-74.00666068247
40554349,LA FAMILIA RESTAURANT,Brooklyn,11232.0,+17188327568,Latin American,2023-02-06,Violations were cited in the following area(s).,A,12.0,40.654719822342,-74.003996837927
40554360,BIRDLAND,Manhattan,10036.0,+12125813080,American,2023-03-06,Violations were cited in the following area(s).,A,12.0,40.758834027381,-73.989546433937
40554369,CATCH 22,Brooklyn,11209.0,+17189215869,Bottled Beverages,2023-09-28,Violations were cited in the following area(s).,B,14.0,40.633307412129,-74.027021307222
40554463,EL GAUCHITO RESTAURANT,Queens,11373.0,+17182718198,Latin American,2022-02-10,Violations were cited in the following area(s).,A,7.0,40.742286205323,-73.869478435952
40556572,ORIENTAL STAR RESTAURANT,Queens,11412.0,+17182176842,Chinese,2023-05-30,Violations were cited in the following area(s).,A,8.0,40.700347407474,-73.763858361805
40557466,KENNEDY FRIED CHICKEN,Bronx,10467.0,+13475207275,Chicken,2023-02-13,Violations were cited in the following area(s).,A,11.0,40.865410742505,-73.867569116686
40557912,KISMAT INDIAN CUISINE,Manhattan,10040.0,+12127958633,Indian,2022-11-29,Violations were cited in the following area(s).,C,50.0,40.855234584885,-73.936851153613
40558850,DECHERT (THE DECH),Manhattan,10036.0,+15512638190,American,2023-01-31,Violations were cited in the following area(s).,A,8.0,40.754680600627,-73.98424122485
40559606,THAI SON VIETNAMESE CUISINE,Manhattan,10013.0,+12127322822,Southeast Asian,2022-03-03,Violations were cited in the following area(s).,A,13.0,40.716897259821,-73.999696980348
